水温,pH,溶解氧,高锰酸钾,氨氮,总磷,总氮,电导率,浊度,433-453,458-523,543-578,650-680,698-713,733-748,773-793,785-900,855-875,935-955,1565-1655,2100-2280
18.4,7.64,8.43,2,0.131,0.05,2.4,258.4,7.6,14.74,14.84,16.84,14.39,13.85,12.44,12.47,12.29,12.27,12.16,11.75,11.4
17.8,7.89,9.2,1.66,0.082,0.054,2.65,316.7,20,14.65,15.67,18.2,14.8,13.96,12.24,12,12.21,11.9,11.92,11.61,11.16
18.7,7.79,8.5,4.13,0.12,0.073,3.58,8597.4,91.7,15.83,18.71,20.86,19.42,18.36,16.79,16.25,18.74,15.73,14.37,15.07,14.9
22.5,7.25,5.71,4.7,0.142,0.166,4.6,451.5,26.4,14.57,14.8,16.54,14.63,15.29,13.2,13.3,13.01,12.75,12.81,11.98,11.51
20.8,7.2,7,2.67,0.044,0.062,3.58,533.8,28.7,15.23,15.52,17.44,15.13,15.1,12.83,12.89,12.59,12.22,12.92,11.52,11.24
21,7.23,6.89,4.41,0.068,0.084,4.21,671.6,64.4,15.5,16.2,18.49,15.81,15.58,12.99,12.81,12.5,12.18,11.7,11.13,10.92
18.6,7.56,8.01,2.5,0.126,0.062,2.32,333.8,2.2,14.96,15.54,17.64,14.71,13.99,12.75,12.62,12.47,12.32,12.33,11.87,11.72
19,7.57,8.37,2.24,0.167,0.055,2.49,246.7,1.9,14.73,15.3,17.55,14.54,13.71,12.14,12.17,12.11,11.92,12.05,11.66,11.47
24,6.88,6.92,1.85,0.025,0.029,1.39,159.9,7.6,13.81,14.65,16.82,14.09,13.87,12.03,12.21,11.92,12.05,11.99,11.41,11.19
23.3,7.08,7.52,4.93,0.464,0.078,3.59,568,11.7,15.33,13.37,14.56,13.71,15.3,13.69,13.6,13.42,14.64,20.54,14.18,13.23
21.7,7.8,10.36,7.6,0.172,0.17,7.31,6504.7,30.1,12.61,12.97,15.15,13.25,14.7,12.63,12.73,12.58,12.47,13.16,12.22,11.94
23.4,7.03,7.89,2.25,0.21,0.058,1.89,142.3,11.8,13.26,17.4,20.54,20.26,17.49,17.66,16.03,20.08,16.32,13.28,16.33,16.47
20.8,7.23,8.52,0.98,0.025,0.028,1.18,117.4,13.1,13.05,13.98,17.26,13.9,13.56,11.64,12.1,11.6,11.85,13.02,11.73,11.15
21.5,8.91,12.07,2.84,0.025,0.062,1.89,135.5,3.6,12.79,12.07,13.86,12.2,12.91,11.64,11.59,11.77,11.85,15.87,12.18,11.67
20.8,8.5,12.26,3.36,0.06,0.055,2.76,208.4,8.1,11.79,11.99,13.27,11.81,12.28,11.2,11.28,11.21,11.09,11.02,11.16,10.91
22.3,7.64,10.63,1.81,0.025,0.028,1.65,149.1,1.1,11.87,11.98,13.32,11.8,11.98,11.36,11.54,11.47,11.45,11.43,11.52,11.41
20.2,7.8,14.79,4.72,0.081,0.074,2.62,143,9.1,13.04,22.56,24.94,28.08,19.78,20.1,21.01,27.5,22.19,16.25,20.53,20.11
21,8.07,10.07,0.52,0.025,0.006,0.44,100.5,3.5,14.62,15.65,16.96,12.77,12.55,11.78,11.81,11.85,11.82,11.49,11.7,11.4
16.6,8.13,11.35,1.26,0.025,0.027,1.52,254.7,7.2,13.87,19.54,21.96,22.98,17.65,19.34,17.81,22.93,19.66,19.01,18.41,17.47
18.5,7.36,9.89,1.85,0.025,0.036,1.17,119.3,3.3,13.84,16.58,18.58,20.05,20.83,20.09,20.69,22.82,22.2,15.36,25.05,24.52
21.3,7.88,10.01,2.24,0.025,0.036,1.87,155.7,12.8,14.75,18.46,19.68,19.22,18.36,17.26,18.82,20.32,17.95,14.56,17.5,18.27
20.3,7.34,9.47,1.21,0.025,0.052,2.12,166.8,36.3,12.58,13.76,14.98,12.67,12.06,10.92,10.91,10.77,10.72,10.4,11.24,10.93
20.7,6.82,7.13,2.8,0.448,0.069,2.53,190.5,1.9,12.51,12.97,14.1,14.26,15.61,15.23,15.73,14.26,16,12.62,16.33,15.64
23.5,6.34,8.32,1.62,0.025,0.005,1.97,151.6,12.7,16.37,14.44,15.34,13.5,14.65,13.93,12.55,12.3,12.47,20.49,14.49,14.03
20.9,8.32,11.53,3.68,0.025,0.069,2,174.7,20.6,12.25,11.61,12.41,11.53,14.73,14.39,14.51,11.27,14.05,12.94,14.81,14.22
22.5,8.01,10.2,4.15,0.025,0.068,1.97,178.7,21.8,13.72,12.22,13.23,11.84,14.94,14.51,13.13,11.14,13.69,15.36,15.75,15.64
21.7,6.82,6.05,2.8,0.317,0.215,2.52,191.8,19.5,14.54,15.66,17.42,15.66,15.21,13.57,13.8,13.36,13.31,13.12,12.22,11.76
21.2,6.88,7.17,4.31,0.334,0.249,2.98,3095.9,122.3,17.71,21.12,24.38,25.18,25.85,22.57,23.38,22.78,22.83,16.84,22.13,21.98
21.4,7.15,5.59,3.04,0.435,0.226,3.33,453.1,51.4,16.1,19.95,21.42,22.26,21.06,19.5,19.89,21,19.38,15.16,17.28,16.18
20.9,7.32,7.28,3.07,0.499,0.092,2.02,17769.9,19,15.4,15.67,17.13,15.47,14.78,13.46,14.37,13.7,13.89,18.6,12.77,11.89
22.7,6.78,4.21,4.86,0.026,0.107,3.35,267.9,6.3,16.29,16.5,17.33,15.38,15.4,14.42,14.55,14.22,13.89,13.62,12.16,11.53
20,7.67,8.04,2.83,0.837,0.091,1.83,26231,66.4,17.94,21.34,23.18,23.28,25.4,23.37,23.36,21.72,22.75,18.88,19.35,18.22
20,7.86,7.96,1.07,0.025,0.03,2.11,284.8,16.6,18.24,19.46,21.32,17.97,17,15.14,15.07,14.71,14.12,13.63,12.13,11.59
20,7.62,7.81,1.13,0.035,0.034,2.1,275.2,10.1,15.71,23,23.2,22.38,20.63,19.97,18.42,21.42,17.36,14.99,16.63,15.02
21.1,7.84,8.92,1.09,0.025,0.035,2.06,279.2,8.7,18.26,18.47,20.46,17.9,16.84,14.56,14.68,14.58,13.99,13.5,12.35,11.8
19.6,7.53,7.69,1.51,0.027,0.057,2.07,228.4,8.2,14.57,15.3,16.8,14.36,14.06,12.98,12.96,12.92,12.91,15.8,11.89,11.18
19.8,7.36,7.09,2.36,0.366,0.08,2.58,229.1,13.6,15.41,16.5,18.74,16.39,15.52,12.78,12.83,12.63,12.18,11.99,11.26,10.99
20.4,7.75,7.65,2.34,0.126,0.067,2.47,4213.3,47.5,19.29,20.6,24.46,25.06,24.13,18.34,18.51,17.47,16.59,14.57,13.93,13.4
20.6,7.93,8.24,1.2,0.038,0.053,2.21,3197.1,23.4,18.38,26.76,28.2,29.18,23.36,22.44,22.49,28.6,21.59,16.5,20.38,20.07
20.6,7.92,11.9,1.49,0.037,0.055,1.74,405.1,29,18.76,24.18,26.66,27.82,27.44,27.97,28.67,30.72,28.26,19.15,25.95,26.54
20.3,7.54,8.1,1.42,0.031,0.053,1.97,322.1,21.7,18.07,18.35,19.84,19.44,20.97,20.03,20.08,17.24,19.57,16.16,18.66,18.06
20.8,7.02,8.76,1.76,0.041,0.047,2.29,475,31,17.97,23.22,26.16,26.4,24.56,21.73,23.55,26.8,21.69,16.87,20.83,20.56
20.8,6.98,5.88,3.54,0.025,0.075,2.96,1364,109.3,18.54,19.64,22.64,22.84,22.77,18.16,18.15,17.55,16.32,14.74,13.85,13.47
21.6,6.97,4.57,2.67,0.062,0.076,2.92,186.3,34.9,16.53,17.78,20.58,18.97,17.99,14.13,13.67,13.78,13.32,14.99,12.83,12.09
20.3,7.22,5.72,1.85,0.231,0.084,2.59,316.8,27.6,15.62,16.36,18.52,16.9,15.63,12.94,13.73,13.02,12.92,14.6,14.15,13.24
20.4,7.55,6.33,1.97,0.087,0.06,2.25,250.6,11.2,15.97,17.42,19.06,16.58,15.55,13.65,13.69,13.66,13.08,12.67,12.23,11.89
20.4,7.66,7.61,1.68,0.049,0.046,2.64,318.4,27.3,16.87,18.08,20.21,17.66,16.77,14.12,14.3,13.98,13.6,13.59,12.63,11.99
20.5,7.82,7.26,5.49,0.158,0.069,3.29,8151,75.9,19,21.38,23.06,23.16,23.52,20.09,20.19,20.48,19.09,16.93,18.07,18.13
21.6,7.01,2.78,4.64,0.038,0.177,4.72,454.2,30.8,14.7,15.8,17.86,15.96,16.55,13.93,13.94,13.8,13.31,13.01,12.49,11.93
21.6,7.19,4.98,2.96,0.025,0.106,3.89,431.1,76.8,16.3,17.78,19.95,18.21,17.99,14.44,14.15,14.06,13.39,13,12.3,12.13
21.4,7.07,4.29,4.31,0.025,0.12,4.54,445.8,64.7,17.34,19.12,21.78,20.11,19.76,15.86,15.64,15.21,14.45,13.5,13.12,12.79
20.1,7.42,6.24,2.61,0.116,0.096,2.78,284.6,44.5,17.14,18.44,20.15,17.95,17.17,14.84,14.93,14.63,14.09,13.56,12.83,12.17
20.4,7.38,6.19,2.11,0.304,0.07,2.58,267,9.1,16.99,18.33,20.16,17.34,16.3,14.51,14.53,14.44,14.03,13.63,12.84,12.46
21.6,6.63,5.26,2.48,0.061,0.058,2,156.9,41.8,16.06,18.35,22.46,20.04,18.04,13.63,13.73,13.29,12.67,12.48,11.78,11.38
21.6,6.59,5.72,4.34,0.247,0.094,2.87,309,38.7,15.77,15.11,17.48,16.24,16.8,15.23,14.78,14.42,13.43,20.83,14.16,12.85
21.4,7.29,5.63,4.88,0.33,0.145,5.99,9150.7,38.5,16.31,18.57,20.56,18.39,18.6,15.9,15.84,16.07,15.28,15.51,14.89,13.91
22.5,6.89,7.48,1.43,0.046,0.06,1.86,125.3,4,14.58,20.02,21.44,22.14,18.92,17.07,18.74,20.91,16.67,13.43,17.67,17
20.2,6.76,7.98,1.34,0.049,0.074,1.81,103,59.1,15.78,18.1,23.9,22.46,20.11,14.66,15.21,14.67,14.02,14.58,12.32,11.41
21.3,7.14,9.33,2.59,0.112,0.078,2.35,129.2,20.4,15.42,17.14,21.6,19.6,17.76,13.33,13.79,13.29,12.64,14.4,12.24,11.63
20.9,7.21,7.16,3.36,0.24,0.078,2.83,187.1,16.3,14,15.05,16.84,14.96,14.51,12.47,12.54,12.43,12.19,12,11.42,11.18
21.1,6.87,6.73,4.4,0.329,0.101,2.36,117.1,20.2,14.64,24.36,28.58,29.08,21.7,21.46,22.57,29.42,24.32,17.48,23.1,21.9
21.7,7.77,9.51,0.82,0.025,0.005,0.36,88.7,5.3,21.43,25.06,27.22,19.8,18.66,17.15,16.87,17.84,16.43,16.01,16.18,15.37
18.3,7.78,8.78,0.96,0.036,0.037,1.35,243.5,6,13.99,21.3,21.94,23.32,16.04,16.54,16.8,22.75,18.78,20.63,17.92,17.28
19.3,7.05,7.21,2.73,0.031,0.037,1.45,117.8,5.8,14.69,17.8,19.08,19.96,20.71,20.73,21.72,23.39,22.88,15.41,25.8,25.32
23.4,7.38,10.42,2.34,0.062,0.065,2.03,124.9,13.2,16.77,17.36,20.36,17.92,16.69,13.26,13.36,12.86,12.64,14.47,12.63,11.88
23.9,8.35,11.04,2.85,0.025,0.065,2.38,136.7,11,15.08,15.01,16.42,14.4,15.35,13.22,13.16,12.46,12.28,11.74,11.88,11.7
22.8,6.84,8.1,4.7,0.153,0.086,2.14,111.6,16.4,16.43,21.18,24.26,23.58,22.18,20.21,22.43,26,22.3,16.66,20.83,19.38
21.4,8.72,8.89,3.7,0.025,0.023,1.12,41032.7,9.6,16.59,16.66,19.63,15.61,13.97,12.39,12.01,12.32,12.02,15.28,12.66,12.23
22.7,7.99,9.51,4.02,0.025,0.019,1.12,229.7,4.5,17.51,20.38,22.82,23.62,23.51,23.88,23.96,24.34,23.97,17.79,21.79,20.61
22.5,8.56,10.88,7.19,0.861,0.06,2.8,1190,24.4,15.18,15.22,16.9,15.14,16.7,14.78,15.18,13.36,14.34,15.85,14.9,13.7
22,8.52,8.42,3.95,0.374,0.044,1.67,31514.3,8.8,15.12,16.86,18.88,18.6,21.31,22.28,22.26,19.07,23.95,14.07,23.04,23.82
19.9,7.11,7.98,3.19,0.143,0.054,2.15,124.9,17.3,16.27,16.65,19.99,16.98,15.95,13.7,13.45,13.11,12.7,12.41,11.68,11.27
20.6,7.25,8,1.24,0.029,0.053,1.75,148.5,14.3,18.57,22.56,25.24,25.5,24.17,22.31,21.7,24.05,22.6,18.77,22.13,21.65
20.6,8.58,12.78,9.19,1.348,0.063,4.7,4518.8,22.6,15.54,14.87,15.16,14.8,16.65,15.51,15.36,14.37,15.47,17.73,14.8,14.24
20.5,6.98,7.34,3.29,0.051,0.061,2.58,162.6,22.8,17.42,17.88,20.92,19.1,17.55,14.27,14.77,14.05,13.27,14.54,13.16,12.66
23.1,7.04,7.28,1.38,0.025,0.051,2.23,139.9,20.7,18.91,18.42,22.12,19.8,20.48,16.02,16.4,14.36,15.72,24.36,16.09,15.17
20.2,7.07,8.81,1.52,0.025,0.05,2.33,151.8,19.2,17.52,19.72,23.32,21.12,19.85,15.12,15.5,14.97,14.71,13.27,15.32,14.56
23,6.92,6.38,3.56,0.206,0.084,2.4,158.5,38.5,15.67,15.96,18.64,17.76,18.92,18.22,18.36,15.91,18.43,13.72,19.1,18.6
20.9,6.92,6.44,2.14,0.106,0.118,2.69,143.4,16.7,13.55,12.48,13.68,12.69,17.23,17.08,17.46,13.22,16.19,15.23,18.4,18.12
24.7,9.19,12.66,6.41,0.025,0.074,1.9,211.4,14.1,16.21,23.6,25.42,27.16,26.16,24.89,25.16,26.22,23.58,13.46,23.22,23.43
25.4,7.34,10.37,3.47,0.025,0.05,2.53,179.4,18.8,16.66,19.1,21.88,20.1,19.99,15.72,15.49,14.13,13.69,11.82,12.35,11.76
25.3,6.86,8.35,3.19,0.025,0.084,2.15,153.5,6,12.82,14.64,17.02,15.84,14.76,13.93,14.47,16.1,15.56,23.56,15.97,13.74
26.5,8.91,14.34,4.72,0.025,0.041,2.1,219.7,12.2,14.31,15.86,18.2,18.59,18.11,16.24,15.15,15.53,14.38,12.1,14.51,14.12
25.6,9.02,10.98,6.58,0.076,0.09,3.66,185.6,14.2,13.37,13.61,13.48,12.39,13.13,11.39,11.23,11.05,10.99,10.65,11.17,10.98
24.6,9.17,12.28,6.67,0.025,0.03,1.19,141.4,13.5,17.45,17.62,20.48,16.54,17.56,15.19,15.23,14.5,13.9,13.37,11.77,11.24
23.1,7.24,6.99,3.21,0.378,0.074,2.16,13649.7,7,21.75,21.66,22.08,19.54,20.56,22.48,22.66,21.28,21.65,22.18,15.35,13.22
19.9,7.81,8.59,0.91,0.025,0.01,2.11,327.1,10,15.45,20.62,23.6,26.78,23.25,19.29,20.26,29.68,20.75,13.79,20.5,19.09
20.5,7.6,8.29,1.02,0.025,0.042,2.03,186.3,57.6,15.68,17.7,21.08,18.82,17.39,13.67,13.91,13.26,12.88,12.43,11.69,11.42
20.7,7.64,8.05,1.03,0.025,0.027,2,269.5,8.5,14.92,15.94,17.94,14.89,14.73,12.94,12.93,12.56,13.05,13.23,12.63,12.06
24.5,6.72,7.66,2.72,0.322,0.159,2.53,196.6,8.5,15.02,15.41,17,14.54,14.18,12.9,13.22,12.95,12.76,13.47,12.36,11.74
24.4,6.84,4.42,3.41,0.272,0.125,2.76,3039.6,31.1,17.65,20.4,23.84,24.32,23.05,22.96,23.52,22.48,22.77,17.78,21.72,21.66
24.4,7.44,7.62,3.58,0.385,0.115,3.34,624.8,15.4,15.51,17.9,18.72,18.18,19.5,17.51,18.32,17.96,17.66,16.03,17.29,15.87
24.2,7.34,7.56,3.14,0.302,0.064,2.09,13213.7,4.7,14.82,14.46,15.24,13.63,13.43,13.22,13.15,13.07,13.14,20.44,13.15,12.11
20.6,7.67,7.93,0.96,0.025,0.03,2.24,278.6,8.8,17.63,17.45,20.52,18.67,23.46,32.4,35.2,25.76,34.95,27.57,25.94,20.73
24.6,6.85,6.21,4.52,0.025,0.08,3.3,265.2,3,15,14.86,15.74,14.21,14.29,13.16,13.03,12.83,12.62,12.76,11.77,11.3
24.8,7.44,7.05,2.87,0.489,0.082,1.53,21710.6,15.5,17.54,17.97,19.47,18.06,21.01,21.2,21.37,18.02,20.74,18.51,19.59,18.93
22.7,7.85,8.7,0.98,0.025,0.024,2.17,279.2,13.8,15.84,16.53,18.26,14.91,14.17,12.7,12.51,12.28,12.13,12.39,11.46,11.14
21.3,7.68,8.33,1.11,0.025,0.025,1.91,278.4,5.9,16.41,15.92,18.2,15.27,17.15,15.8,15.38,12.68,15.19,15.02,15.9,14.88
23.7,7.88,8.96,1.25,0.025,0.033,2.17,277.5,8,18.24,17.58,20.4,17.09,16.32,14.17,14.28,14.56,13.76,14.2,13.96,13.14
21.3,7.62,8.99,2.16,0.025,0.039,1.9,219.4,5,17.32,16.48,18.08,15.36,15.82,14.58,14.7,14.29,14.23,17.19,12.87,11.8
21.2,7.69,8.37,2.16,0.054,0.064,2.21,238.7,19.4,16.48,16.44,18.32,15.4,15.1,13.06,12.86,12.53,12.28,12.12,11.55,11.17
22.4,7.81,8.53,1.39,0.09,0.018,2.04,299.5,10.3,16.59,16.6,17.61,17.66,17.66,17.98,17.84,18.08,17.64,22.2,18.9,18.2
22.4,8.02,7.76,1.75,0.067,0.053,2.37,2595.4,32,19.31,20.46,23.84,21,19.91,15.68,15.88,15.32,14.91,14.45,13.75,13.07
23.4,8.42,10.09,1.54,0.025,0.042,2.26,561,21,18.77,26.86,29.3,30.36,25.59,24.47,23.63,30.26,23.34,17.09,22.84,21.4
23.1,7.85,10.53,1.17,0.025,0.031,1.88,321.8,15.7,17.23,17.28,18.83,18.27,21.25,19.4,20.34,16.98,18.78,15.38,19.31,18.85
24.5,6.86,4.46,1.36,0.025,0.048,2.61,491.8,5.7,17.48,23.46,25.34,27.08,22.37,22.43,21.66,26.42,21.79,17.43,21.39,20.2
22.6,7.11,7.48,3.22,0.025,0.042,3.21,2592.8,15.1,16.65,19.2,21.31,22.54,22.84,21.18,22.05,21.92,20.59,14.75,19.39,18.05
22.3,7.33,5.29,1.69,0.103,0.084,2.21,324.6,21.7,15.83,16.44,18.58,16.03,15.24,12.9,12.96,12.81,12.55,12.63,12.2,11.95
21.5,7.43,6.14,2.21,0.064,0.069,2.3,235.6,8.7,15.6,16.43,18.3,15.32,14.48,12.93,12.75,12.93,12.53,12.51,12.32,11.86
21.8,7.8,8.42,1.71,0.025,0.043,2.46,329.2,15.8,17.36,17.7,19.88,16.79,16.56,14.6,14.82,14.42,14.6,15.65,14.3,13.99
22.3,7.76,7.14,3.17,0.099,0.05,2.83,8628.7,59.9,16.82,18.86,21.2,19.82,18.63,15.93,15.83,18.35,16.09,15.15,15.25,15.32
25.6,7.57,8.07,5.58,0.078,0.138,4.37,499.2,17.3,16.29,16.42,18,16.47,17.08,15.39,15.36,16.35,13.92,14.24,15.01,13.2
24.2,7.39,6.8,2.42,0.025,0.064,3.23,477.6,21.7,15.62,16.51,18.45,15.74,15.81,13.28,13.06,12.81,12.44,12.73,11.88,11.69
22.9,7.03,4.66,4.2,0.025,0.09,4.03,496.5,27.8,16.41,17.05,19.79,17.14,16.93,13.31,13.31,12.82,12.5,12.17,11.36,11.1
22,7.26,6.52,2.46,0.054,0.066,2.31,271.4,20.7,16.51,16.4,18.65,16.28,15.68,13.73,13.61,12.9,13.08,13.92,13.42,13
23.4,7.27,5.98,2.3,0.411,0.081,3.25,307.2,3.9,15.94,16.48,18.55,15.34,14.62,13.1,12.84,13.01,12.86,12.86,12.56,12.31
25,7.11,7.63,2.61,0.025,0.046,1.68,165.3,10,15.32,15.16,16.98,14.66,14.45,12.9,12.61,12.71,12.49,12.58,11.83,11.54
24.8,6.58,7.26,3.7,0.08,0.11,2.53,314,11.6,16.14,15.05,16.91,15.07,15.44,15.12,13.54,15.04,14.45,21.83,14.83,14.37
25.6,8.08,11.82,8.95,0.025,0.246,8.74,2896.1,67.4,14.45,14.94,16.45,15.64,17.83,14.99,15.52,14.95,14.66,14.89,14.76,14.15
25.6,7.4,9.47,1.8,0.025,0.05,1.4,129.2,2.4,14.59,18.89,21.1,22.24,18.34,18.97,17.35,21.78,17.1,12.78,17.87,17.96
22.1,6.73,7.9,1.43,0.025,0.035,1.12,103.3,13.2,15.29,17.27,22.26,16.59,14.62,11.11,11.37,11.14,11.03,13.14,11.75,11.35
24.6,7.85,11.7,2.34,0.031,0.054,1.8,118,7.3,15.62,16.04,18.88,16.3,15.77,13.9,13.87,13.56,13.37,16.65,13.01,12.29
23.4,7.31,7.93,3.25,0.068,0.062,2.86,197.5,8.9,13.6,13.75,14.83,13.32,13.26,12.1,12.11,11.89,11.74,11.75,11.68,11.3
22.9,7.41,9.88,4.35,0.057,0.067,1.85,115,12.2,15.44,21.8,25.22,26.62,22.37,20.77,24.86,27.26,23.71,18.25,21.8,20.03
24,7.91,9.76,0.48,0.025,0.005,0.38,88.6,4.3,20.37,22.5,24.46,16.96,15.81,14.35,14.1,15.09,13.84,13.91,14.32,13.32
20.3,8.18,11.19,1.12,0.025,0.024,1.16,240.7,6.1,13.51,18.48,21.5,22.9,17.33,19.26,16.17,22.3,16.35,21.24,17.64,17.45
22.8,7.36,9.38,2.63,0.025,0.044,2.05,126.8,8.2,14.8,14.65,16.91,14.12,14.75,13.3,13.25,13,12.55,13.27,12.18,11.93
26.6,6.64,6.07,2.53,0.359,0.156,2.68,405.1,11.8,14.41,16.32,17.85,15.96,15.69,14.71,15.29,14.85,14.56,16.14,13.54,12.41
26.8,6.83,7.09,3.57,0.23,0.109,2.1,2481.7,23.1,17.19,20.56,23.74,24.24,24.49,23.28,23.96,23.76,24.61,20.76,24.48,23.58
26.5,7.32,7.39,2.78,0.165,0.105,2.36,915.7,17.2,15.97,19.04,20.64,19.44,20.13,19.75,20.66,19.18,20.2,18.64,17.86,16.41
26.6,7.44,8.01,3.05,0.108,0.058,1.78,13451.3,5.8,14.72,15.38,16.24,14.56,14.66,14.7,15.76,14.88,15.09,20.66,13.98,12.51
25.9,6.98,7.13,5.25,0.025,0.059,3.43,279.5,6.2,13.96,14.72,15.5,14.46,15,13.7,13.68,13.3,13.32,14.31,12.53,12.02
27.1,7.22,4.98,3.62,0.489,0.116,1.45,14690.1,22,17.75,19.47,20.32,19.34,22.05,21.87,22.51,19.5,22.26,20.94,19.4,18.38
23.1,8.03,9.01,0.8,0.025,0.016,2.11,275.6,15.1,16.44,17.73,19.46,16.56,16.27,15.59,15.81,15.44,15.27,15.83,14.33,13.46
22.6,7.77,8.66,1.07,0.025,0.024,1.89,288.8,8.4,14.8,15.26,16.82,14.36,19.27,19.82,20.32,14.56,19.69,16.7,17.18,14.86
24.1,7.9,9.2,1.29,0.025,0.026,2.15,280.4,8.5,16.36,16.34,17.69,15.14,14.83,13.59,13.93,13.86,13.38,14.69,12.52,12.03
23.3,7.92,9.89,2.08,0.025,0.035,1.74,217.3,5.5,14.57,15.08,16.97,14.25,15.21,13.73,14.3,14.16,14.2,18.94,13.48,12.27
24,7.89,8.81,2.31,0.145,0.051,2.34,227.1,14.5,15.26,16.08,17.77,15.12,15.47,13.65,13.96,13.46,13.54,14.3,12.49,11.71
23.6,7.74,8.43,1.56,0.168,0.014,1.99,329.8,12,17.1,17.48,18.92,18.5,18.39,17.68,18.07,18.36,17.4,21.17,17.41,17
24.4,7.91,7.61,2.56,0.099,0.074,2.5,1662.8,87.5,19.84,21.92,24.76,23.44,23.23,18.66,19.07,17.99,17.58,18.36,16.11,15.05
25.6,8.39,9.5,1.83,0.025,0.052,2.29,463.5,24.2,18.72,27.86,29.04,29.96,24.98,22.46,24.14,28.9,22.92,17.84,21.06,19.99
24.3,7.73,10.02,1.51,0.036,0.035,1.98,334.8,19.9,18.45,18.93,20.66,19.42,21.39,20.64,21.01,18.97,20.21,19.94,20.39,19.9
24.7,7.51,9.82,2.43,0.194,0.06,2.4,480.3,35,19.08,25.32,25.66,27.14,23.57,21.93,22.66,26.82,21.99,20.39,21.74,20.99
23.6,7.14,6.36,3.1,0.027,0.036,2.81,5579.6,28.8,17.5,18.78,20.9,17.35,17.41,15.1,14.88,14.68,14.36,15.79,14.02,13.23
25.4,7.04,6.33,2.52,0.041,0.06,2.44,178.4,49.9,16.8,18.12,20.78,18.96,19.2,15.22,16.42,15.41,15.76,17.88,15.45,14.67
24.2,7.29,5.3,1.92,0.211,0.083,2.82,257.3,17.8,14.68,16.03,18.25,16.49,16.03,13.2,13.69,13.3,12.95,15.11,12.74,12.22
24,7.59,7.48,1.9,0.025,0.042,2.29,255.8,15.4,14.02,15.47,17.39,15.05,14.65,12.59,13,12.76,12.63,13.31,12.39,11.85
23.3,7.7,7.83,1.52,0.031,0.045,2.77,873.9,24.5,17.85,19.22,21.3,18.32,18.52,16.65,17.08,16.73,16.42,16.32,15.39,14.72
24.2,7.77,7.2,3.05,0.094,0.048,2.89,10627.1,63.1,20.08,22.62,24.22,23.02,23.23,20.76,21.07,21.44,20.41,19.34,20.7,20.15
26.6,7.35,5.61,5.49,0.094,0.177,4.43,515.8,38.3,15.31,16.95,18.24,16.92,18.32,15.87,16.12,15.78,15.59,16.46,15.11,14.3
24.9,7.45,7.51,2.77,0.025,0.069,3.72,1040.9,39,16.88,18.75,21.61,20.08,20.95,16.83,17.43,16.72,15.86,15.78,14.83,14.18
24.6,7.39,5.94,4.17,0.025,0.083,3.87,2719.6,20.3,17.93,20.32,22.58,20.57,20.95,17.58,17.65,17.43,16.72,16.39,15.88,15.12
23.8,7.58,6.21,2.34,0.025,0.073,2.85,837.3,21.2,15.84,17.29,19.63,17.44,16.63,14.24,14.31,13.76,13.57,13.65,12.85,12.27
24.1,7.43,7.22,2.04,0.063,0.054,2.57,262.5,9.8,15.64,17.33,19.26,17.43,17.2,14.56,15.1,14.28,14.16,14.61,13.52,12.97
25.3,7.09,6.58,2.37,0.025,0.041,1.76,189.5,10.3,13.78,15.32,16.98,14.65,14.49,13.09,13.2,12.97,12.79,13.87,12.42,11.75
26.5,6.68,5.76,3.88,0.112,0.065,2.8,400.3,20.7,15.15,13.6,15.39,14.95,15.55,14.03,14.54,14.08,13.8,22.71,14.94,13.35
25.4,7.62,10.68,2.21,0.025,0.038,1.67,111.5,5.3,16.63,16.87,17.92,16.59,16.7,16.15,16.76,16.28,16.27,20.51,14.95,14.01
24.8,7.36,7.71,3.24,0.108,0.056,2.52,193.5,8,16.33,17.75,18.69,17.4,17.1,16.22,16.67,16.66,16.35,16.75,15.87,15.35
25.3,7.09,9.64,4.04,0.061,0.05,1.78,121.8,12.5,20.68,26.32,30.04,31.14,27.78,29.17,29.86,31.94,30.32,24.34,29.33,27.74
26.5,6.89,5.9,4.33,0.076,0.06,2.82,320.5,4.2,16.41,16.89,17.45,15.5,15.74,14.52,14.52,13.89,13.73,13.47,12.05,11.59
24.6,7.01,4.97,4.7,0.524,0.227,2.86,622.4,54.1,18.29,21.62,24.26,24.34,25.13,23.76,25.48,22.86,23.85,17.73,25.48,25.16
22.5,7.49,8.12,1.46,0.025,0.029,2.66,295.3,46.3,24.97,23.26,27.04,28.8,30.99,25.23,24.8,21.87,22.6,22.33,21.16,19.09
21.8,7.52,8.15,1.4,0.032,0.057,2.4,151.7,66.3,20.04,36.24,39.4,39.64,34.1,29.95,29.79,34.72,28.74,18.55,23.03,22.02
23.6,6.63,5.25,3.52,0.4,0.322,3.85,148.7,62.6,16.91,17.48,19.82,18.56,20.57,15.71,18.21,14.2,15.32,18.47,17.6,16.42
25.1,6.71,4.78,3.64,0.256,0.268,2.36,200.4,35.1,13.84,14.68,18.2,17.5,16.21,11.2,11.16,10.66,10.44,9.41,11.1,11.02
25.1,6.5,4.67,4.89,0.621,0.271,2.71,448.9,68.3,18.33,20.32,23.72,25.26,28.41,24.54,24.69,21.14,23.37,18.14,23.81,24.11
25,6.88,5.59,5.32,0.458,0.216,2.1,2109.2,47.9,14.25,15.3,18.68,19.12,17.58,11.41,11.89,11.01,10.66,15.35,11.63,11.18
